,title,description,original_length,summarized_Length,summarized,summarized_length
293,Treuhänder/in mit eidg. Fachausweis 80-100% nach Raum Zug / Fest,"Ein sympathisches Treuhandunternehmen mit regionaler Kundschaft.\nTreuhänder/in mit eidg. Fachausweis 80-100% nach Raum Zug / Fest\nSie verfügen über eine kaufm. Grundausbildung und haben sich zum/r Treuhänder/in mit eidg. Fachausweis weitergebildet oder befinden sich kurz vor Abschluss\nSie bringen einige Jahre Treuhandpraxis mit\nIhre Muttersprache ist Deutsch, Englischkenntnisse sind von Vorteil aber keine Bedingung\nSie sind eine unkomplizierte, teamorientierte, dynamische und offene Persönlichkeit\nIhr Alter: 26-45 Jahre\nSelbständige Betreuung von Kunden:\nFührung von Kundenbuchhaltungen\nErstellen von Zwischen- und Jahresabschlüssen nach OR\nBearbeiten von Steuererklärungen für nat. und jur. Personen\nMWST-Abrechnungen\nBearbeiten von Lohnbuchhaltungen sowie Lohn-/Personaladministration\nallg. Treuhandaufgaben",828,0,"Fachausweis 80-100% nach Raum Zug / FestnSie verfügen über eine kaufm. Grundausbildung und haben sich zum/r Treuhänder/in mit eidg. Fachausweiß weitergebildet oder befinden sich kurz vor Abschlussn Sie bringen einige Jahre Treuhandpraxis mitnIhre Muttersprache ist Deutsch, Englischkenntnisse sind von Vorteil aber keine BedingungnSelbständige Betreuung von Kunden:nFührung von Kundenbuchhaltungenn",398
294,TreuhandsachbearbeiterIN evtl. mit Planung Fachausweis 70-100% nach ZH / Fest,"Ein modernes, national und international tätiges Treuhandunternehmen.\nTreuhandsachbearbeiterIN evtl. mit Planung Fachausweis 70-100% nach ZH / Fest\nKaufmännische Lehre in der Treuhandbranche (E- oder M-Profil) sowie vorzugsweise erste, zusätzliche Treuhandpraxis\nAllenfalls befinden Sie sich in Ausbildung oder Planung zum Sachbearbeiter Treuhand oder Treuhänder/in FA\nSie bringen gute Englisch-Kenntnisse mit\nKenntnisse in Abacus und Dr. Tax wären von Vorteil\nSie haben Freude am Kundenkontakt, sind eine offene, teamorientierte Persönlichkeit und schätzen es, selbständig arbeiten zu können\nBitte nehmen Sie zur Kenntnis, dass wir nur Bewerber mit bereits bestehender Treuhanderfahrung berücksichtigen können.\nFühren von Finanzbuchhaltungen für kleine und mittlere Unternehmen\nErstellen, allenfalls Vorbereiten von Zwischen- und Jahresabschlüssen\nErstellen von Mehrwertsteuerabrechnungen\nFühren von Lohnbuchhaltungen und Erstellen der Jahresend-Deklarationen und Lohnausweise\nLohnadministration / Personaladministration\nAllgemeine Treuhandarbeiten und Unterstützung der Mandatsleiterin\nErstellen von Steuererklärungen für juristische und allenfalls private Personen",1181,0,"mit Planung Fachausweis 70-100% nach ZH / FestnKaufmännische Lehre in der Treuhandbranche (E- oder M-Profil) sowie vorzugsweise erste, zusätzliche Treuhänder/in FAnSie bringen gute Englisch-Kenntnisse mitnkennisse in Abacus und Dr. Tax wären von Vorteiln Sie haben Freude am Kundenkontakt, sind eine offene, teamorientierte Persönlichkeit und selbständig arbeiten zu könnennBit",377
295,Treuhänder mit eidg. Fachausweis nach Raum Zug / Fest,"Ein kleineres Treuhandunternehmen.\nTreuhänder mit eidg. Fachausweis nach Raum Zug / Fest\nSie verfügen über eine kaufm. Grundausbildung und einige Jahre fundierte Treuhandpraxis\nSie bringen den eidg. Fachausweis für Buchhalter/Treuhänder mit\nSie sind eine dienstleistungsorientierte, offene und engagierte Persönlichkeit\nNebst Deutsch als Muttersprache bringen Sie gute Englischkenntnisse mit\nIhr Alter: 25-45 Jahre\nFühren von anspruchsvollen Kundenbuchhaltungen\nErstellen von Zwischen- und Jahresabschlüssen\nFühren von Lohnbuchhaltungen inkl. Salär- und Personaladministration\nSteuererklärungen für nat. und jur. Personen\nMWST-Abrechnungen\nallg. Treuhandaufgaben",674,0,"Fachausweis für Buchhalter/Treuhänder mitnSie sind eine dienstleistungsorientierte, offene und engagierte PersönlichkeitnNebst Deutsch als Muttersprache bringen Sie gute Englischkenntnisse mitänIhr Alter: 25-45 JahrenFühren von anspruchsvollen KundenbuchhaltungennErstellen von Zwischen- und JahresabschlüssennMaßnahmen von Lohnbuchhaltunge inkl. Salär- und Personaladministrationnallg.",386
296,"Immobilienbewirtschafter/in mit eidg. Fachausweis, Ref. 4352","Unsere Kundin ist eine moderne und etablierte Beratungsfirma mit Schwerpunkt Immobilien, Treuhand und Steuern mit rund 25 motivierten und gut ausgebildeten Mitarbeitenden. Für die Erweiterung des Bewirtschaftungs-Teams unterstützen wir sie bei der Suche nach einer erfahrenen Persönlichkeit als\nImmobilienbewirtschafter/in mit eidg. Fachausweis, Ref. 4352\nAufgabengebiet:\nSie sind ambitioniert, legen Wert auf ein modernes Umfeld und wünschen sich Unterstützung in Ihrer Weiterentwicklung? Dann könnte das die richtige Stelle für Sie sein!\nIn dieser verantwortungsvollen und spannenden Position sind Sie für die Bewirtschaftung der Ihnen zugeteilten Liegenschaften (Wohnliegenschaften und STWEG) sowie für die Kundenbetreuung verantwortlich. Sie gewährleisten die optimal technische und administrative Bewirtschaftung von Mietobjekten sowie Stockwerkeigentum. Ihr Fokus ist dabei immer auf die Werterhaltung der Gebäude, die Markttauglichkeit der Liegenschaften sowie für die Vollvermietungen der Mietobjekte ausgerichtet. Dabei pflegen Sie stilvollen Umgang und sind bei Ihren Kunden einen gern gesehener Ansprechpartner. In Ihrer Tätigkeit wird Sie eine Assistentin unterstützen.. Sie erhalten einen grossen Handlungsfreiraum und werden in Ihrer täglichen Arbeit gefordert und gefördert.\nStärken und Erfahrungen:\nDie Grundvoraussetzung für diese Stelle ist eine kaufmännische Grundausbildung mit einer fachspezifischen Weiterbildung (Fachausweis Immobilienbewirtschaftung). Ihre Erfahrung und Ihr umfassendes Know-how im Immobilienbereich macht Sie zu einer geschätzten Ansprechperson. Diese Kompetenzen können Sie vorweisen:\nKommunikationsstarke und selbständige Persönlichkeit\nZielorientierte und äusserst präzise Arbeitsweise\nErfahrung in der Führung von Eigentümerversammlungen\nFührerausweis Kat. B\nVor allem aber überzeugen Sie durch hohe Kundenorientierung, Engagement und Ihrem Willen, weiter zu kommen!\nChance:\nDiese Aufgabe bietet Ihnen einerseits die Möglichkeiten sich auf Ihrem Fachgebiet der Immobilie weiterzuentwickeln, andererseits einen Einblick in ein erfahrenes und modernes Unternehmen zu erhalten. Durch die vielseitigen Tätigkeiten und anspruchsvollen Mandate haben Sie bei unserer Kundin einen abwechslungsreichen Berufsalltag. Ein kollegiales Team freut sich darauf, Sie kennenzulernen!\nSie sind auf der Suche nach einer langfristigen Tätigkeit und interessiert an dieser spannenden Herausforderung? Dann freuen wir uns auf Ihre vollständigen elektronischen Bewerbungsunterlagen. Im Falle von Fragen sind wir jederzeit für Sie da. Bitte beachten Sie auch unsere weiteren Stellenangebote auf www.wetzel.ch",2644,0,"Unsere Kundin ist eine moderne und etablierte Beratungsfirma mit Schwerpunkt Immobilien, Treuhand und Steuern mit rund 25 motivierten und gut ausgebildeten Mitarbeitenden. Sie sind ambitioniert, legen Wert auf ein modernes Umfeld und wünschen sich Unterstützung in Ihrer Weiterentwicklung? Dann könnte die richtige Stelle für Sie sein!",335
297,"Treuhänder/in mit eidg. Fachausweis, Stadt Zug, Ref. 4486","Unsere Kundin ist eine junge Treuhandgesellschaft, die in den Bereichen Buchführung, Steuerberatung und Wirtschaftsprüfung tätig ist. Rund 7 motivierte Mitarbeitende engagieren sich für eine individuelle und langfristige Betreuung von Privatpersonen und Unternehmen. Zur Verstärkung suchen wir eine aufgeschlossene Persönlichkeit als\nTreuhänder/in mit eidg. Fachausweis, Stadt Zug, Ref. 4486\nAufgabengebiet:\nSie führen selbständig Finanz- und Salärbuchhaltungen für Ihre nationale und internationale Kundschaft\nSie erstellen Jahresabschlüssen, MWST-Abrechnungen und Steuererklärungen\nSie beraten bei Sozialversicherungsfragen und unterstützen bei Wirtschaftsprüfungsmandaten\nSie arbeiten aktiv im Rahmen der internen Fachausbildung mit\nSie helfen bei der Pflege und dem Ausbau des bestehenden Dienstleistungsangebots\nStärken und Erfahrungen:\nSie verfügen über den Abschluss als Treuhänder mit eidg. Fachausweis oder sind in Ausbildung hierzu\nSie bringen mehrjährige Berufserfahrung in der Treuhandbranche mit\nSie überzeugen Ihre Kunden mit Dienstleistungsorientierung und Ihrer gewinnenden Art\nSie arbeiten selbständig und haben Lust darauf, Ihr Wissen und Ihre Kompetenzen tatkräftig einzusetzen\nSie engagieren sich für das Team und wollen den Ausbau des Unternehmens aktiv mitgestalten\nChance:\nMöchten Sie Teil dieses arbeitsfreudigen, kleinen Teams werden? Es erwarten Sie moderne und grosszügig gestaltete Büroräumlichkeiten mitten in der Stadt Zug mit fortschrittlichen Anstellungsbedingungen. Damit Sie Ihr Fachwissen laufend ausbauen können, unterstützt Sie ihr zukünftiger Arbeitgeber in Ihrer Weiterbildung und bietet Ihnen viel Raum für Eigeninitiative.\nSind Sie interessiert? Dann freuen wir uns auf Ihre vollständige elektronische Bewerbung. Bei Fragen stehen wir Ihnen gern zur Verfügung.",1817,0,"Unsere Kundin ist eine junge Treuhandgesellschaft, die in den Bereichen Buchführung, Steuerberatung und Wirtschaftsprüfung tätig ist. rund 7 motivierte Mitarbeitende engagieren sich für eine individuelle und langfristige Betreuung von Privatpersonen und Unternehmen.",266
298,"Treuhänder/in, 80-100 %, Ref. 4503","Unsere Kundin ist eine moderne Treuhand- und Steuerberatungsgesellschaft im Zürcher Oberland. Das 5-köpfige Team hat sich zur Aufgabe gemacht, KMU und Privatpersonen eine allumfassende Beratung zu bieten und setzt dabei auf seine langjährige Erfahrung. Zur Verstärkung des kleinen Teams suchen wir eine qualifizierte Persönlichkeit als\nTreuhänder/in, 80-100 %, Ref. 4503\nAufgabengebiet:\nAls Treuhänder/in betreuen Sie selbständig ein eigenes Portfolio\nSie führen Buchhaltungen inkl. Zwischen- und Jahresabschlüssen\nSie übernehmen Aufgaben im Bereich des Lohnwesens\nSie erstellen Steuererklärungen für natürliche und juristische Personen\nSie unterstützen darüber hinaus bei anderen allfälligen Treuhandarbeiten\nStärken und Erfahrungen:\nSie sind Treuhänder/in mit eidg. Fachausweis und mehrjähriger Erfahrung im Treuhandbereich\nSie schätzen den direkten Kundenkontakt, arbeiten professionell und dienstleistungsorientiert\nSie sind aufgeschlossen gegenüber einem kleinen Team und haben Freude an der Teamarbeit\nSie haben eine strukturierte und zuverlässige Arbeitsweise\nChance:\nVielseitiges Aufgabenspektrum und viel Verantwortung\nFamiliäre und zugleich professionelle Arbeitsatmosphäre\nSchnelle Entscheidungswege aufgrund von flachen Hierarchien\nModerner Arbeitsplatz und attraktive Anstellungsbedingungen\nSuchen Sie eine neue, spannende Herausforderung? Dann senden Sie uns Ihre vollständigen Bewerbungsunterlagen zu. Wir freuen uns auf Ihre Kontaktaufnahme.",1475,0,"5-köpfige Team hat sich zur Aufgabe gemacht, KMU und Privatpersonen eine allumfassende Beratung zu bieten und setzt dabei auf seine langjährige Erfahrung.",154
299,"Mandatsleiter/in Treuhand, eidg. Fachausweis, Ref. 4478","Unsere Mandantin ist eine mittelgrosse Treuhandfirma mit rund 15 Mitarbeitenden und Sitz leicht ausserhalb von Zürich in Richtung Züri Oberland. Das Unternehmen ist in den letzten Jahren sehr erfolgreich gewachsen und betreut ein anspruchsvolles Kundenportfolio bestehend aus KMU bis hin zu börsenkotierten Unternehmen. Wegen des Wachstums suchen wir Sie als neue/n\nMandatsleiter/in Treuhand, eidg. Fachausweis, Ref. 4478\nAufgabengebiet:\nSie sind direkt der Geschäftsleitung (3 Partner) unterstellt. Ihr vielfältiges Aufgabengebiet als Mandatsleiter/in und Kundenbetreuer/in umfasst die Beratung von Klein- und Mittelunternehmen in sämtlichen Treuhandangelegenheiten mit Schwerpunkten in den Bereichen Finanz- und Lohnbuchhaltungen, Abschlusserstellung und -beratung sowie die Erstellung von Steuererklärungen für natürliche und juristische Personen. Zudem beraten Sie die Kunden in sämtlichen alltäglichen Treuhandthemen und ermitteln zusätzlichen Beratungsbedarf. Die Stelle bietet bei Eignung und Interesse das Potential zur fortlaufenden Weiterentwicklung.\nStärken und Erfahrungen:\nSie besitzen eine qualifizierte Aus- und Weiterbildung, z.B. zur Treuhänder/in eidg. Fachausweis, sowie mehrjährige Berufserfahrung bei einer kleinen bis mittleren Treuhandfirma. Ihre Kunden schätzten Sie als kompetente, professionelle Persönlichkeit mit hohen Qualitätsstandards. Ein hohes Mass an Eigenmotivation sowie eine Arbeitsweise geprägt durch vorbildliche Kundenorientierung runden Ihr Profil ab. Wenn Sie darüber hinaus ein dynamisches Umfeld schätzen und gerne Ihren Teil zum gemeinsamen Wachstum beitragen wollen, dann sollten wir uns unbedingt kennenlernen.\nChance:\nEs erwartet Sie eine spannende und vielfältige Aufgabe und ein junges und hoch qualifiziertes Team. Ihre Weiterbildung wird grosszügig gefördert, sowohl zeitlich als auch finanziell. Flexible Arbeitszeitmodelle und attraktive Anstellungsbedingungen runden das Angebot ab.\nWir freuen uns auf Ihre vollständigen elektronischen Bewerbungsunterlagen mit Angabe der im Titel genannten Referenznummer per Email. Bitte beachten Sie weitere Stellenangebote auf www.wetzel.ch.",2141,0,"Unsere Mandantin ist eine mittelgrosse Treuhandfirma mit rund 15 Mitarbeitenden und Sitz leicht ausserhalb von Zürich in Richtung Züri Oberland. Ihre vielfältige Aufgabengebiet als Mandatsleiter/in und Kundenbetreuer/in umfasst die Beratung von Klein- und Mittelunternehmen in allen Bereichen Finanz- und Lohnbuchhaltungen, Abschlusserstellung und -beratung sowie die Erstellung von Steuererklärungen für natürliche und juristische Personen.",441
300,"Immobilienbewirtschafter/in, Stadt Zürich, Ref. 4365","Unsere Kundin ist ein dynamisches Immobilien-Dienstleistungsunternehmen mit Standorten in der deutschen und französischen Schweiz. Sie versteht unternehmerisches Engagement und arbeitet mit hohen Qualitätsstandards. Zur Verstärkung des bestehenden Teams suchen wir eine/n\nImmobilienbewirtschafter/in, Stadt Zürich, Ref. 4365\nAufgabengebiet:\nIn dieser spannenden Funktion sind Sie im Wesentlichen für folgende Tätigkeiten verantwortlich:\nSie betreuen ein abwechslungsreiches Portfolio an (hauptsächlich) Wohnliegenschaften administrativ und technisch in Zusammenarbeit mit einer Sachbearbeiterin\nSie begleiten die Mieter vom Einzug bis zum Auszug\nSie stehen in ständigem Kontakt zu unterschiedlichen Anspruchsgruppen wie Eigentümern, Mietern, Handwerkern etc.\nSie sind für die Wiedervermietung Ihrer zugeteilten Liegenschaften verantwortlich\nStärken und Erfahrungen:\nSie haben den Fachausweis Immobilienbewirtschaftung und bereits mehrjährige Erfahrung im Immobilienbereich\nSie sind eine durchsetzungsfähige Persönlichkeit, die mit ihrem Verhandlungsgeschick überzeugt\nSie besitzen eine kommunikative Art und schätzen den Kontakt zu unterschiedlichen Ansprechpartnern\nChance:\nEs erwartet Sie eine vielfältige Tätigkeit, bei der Ihre selbständige Persönlichkeit zum Einsatz kommt. In Ihrem Wunsch nach fachlicher und persönlicher Weiterentwicklung werden Sie stets unterstützt. Neben attraktiven Anstellungsbedingungen wartet ein familiäres Team auf Sie.\nWir freuen uns auf Ihre vollständigen elektronischen Bewerbungsunterlagen. Bei Fragen steht Ihnen Frau Anita Lampart gerne jederzeit zur Verfügung.",1614,0,Unsere Kundin ist ein dynamisches Immobilien-Dienstleistungsunternehmen mit Standorten in der deutschen und französischen Schweiz.,130
301,Junior Demand Planner,"For one of our clients, we are looking for a Demand Planner based in Lausanne\nJunior Demand Planner\nFor one of our clients, we are looking for a Demand Planner based in Lausanne\nProfile:\n• University degree (technical fields) in Supply Chain or similar\n• Administrative experience with data management demand planning environment\n• Knowledge of Demand Planning techniques\n• Good knowledge of Office (xls, ppt)\n• Demantra /BI Oracle/Hyperion\n• Strong understanding of supply chain processes",498,0,"for one of our clients, we are looking for a Demand Planner based in LausannenProfile:n• University degree (technical fields) in Supply Chain or similarn. strong understanding of supply chain processes.",202
302,Lead Expert Developer,"Interested with new interesting opportunity?\nPlease have a look at our latest opening.\nLead Expert Developer\nOur client, one of the biggest pharmaceutical companies based in Basel area, is now looking for a Lead Expert Developer.\nThis is a contractual role starting asap until end of 2020.\nResponsibilities:\nEnsure high performance of the Kubernetes platform on AWS and GCP\nLead the backend development\nImprove the code quality with testing strategies\nLead the technical decision makings\nMust Have:\n+10 years professional Microservice / SpringCloud software development expertise\nStrong working knowledge of best coding practices (software craftsmanship, clean code,TDD/BDD/DDD, pair-programming)\nDeep experience with SpringBoot & SpringCloud\nExperience with continuous integration/delivery ecosystems (Jira, Git, Jenkins)\nNice to have:\nExperience with Mongo DB\nExperience with Big Data\nAllegis Group Limited operates as an Employment Business and Employment Agency as set out in the Conduct of Employment Agencies and Employment Businesses Regulations 2003. It is a company within the Allegis Group network of companies (collectively referred to as ""Allegis Group""). Aerotek, Aston Carter, EASi, TEKsystems, Stamford Consultants and The Stamford Group are Allegis Group brands. If you apply, your personal data will be processed as described in the Allegis Group Online Privacy Notice available at https://www.allegisgroup.com/en-gb/privacy-notices.\nTo access our Online Privacy Notice, which explains what information we may collect, use, share, and store about you, and describes your rights and choices about this, please go to https://www.allegisgroup.com/en-gb/privacy-notices.\nWe are part of a global network of companies and as a result, the personal data you provide will be shared within Allegis Group and transferred and processed outside the UK, Switzerland and European Economic Area subject to the protections described in the Allegis Group Online Privacy Notice. We store personal data in the UK, EEA, Switzerland and the USA. If you would like to exercise your privacy rights, please visit the ""Contacting Us"" section of our Online Privacy Notice at https://www.allegisgroup.com/en-gb/privacy-notices for details on how to contact us. To protect your privacy and security, we may take steps to verify your identity, such as a password and user ID if there is an account associated with your request, or identifying information such as your address or date of birth, before proceeding with your request. If you are resident in the UK, EEA or Switzerland, we will process any access request you make in accordance with our commitments under the UK Data Protection Act, EU-U.S. Privacy Shield or the Swiss-U.S. Privacy Shield.",2759,0,"our client, one of the biggest pharmaceutical companies based in Basel area, is now looking for a Lead Expert Developer.nThis is a contractual role starting asap until end of 2020.",180
303,Sachbearbeiter Rechnungswesen 100% (w/m/d),"Sachbearbeiter Rechnungswesen 100% (w/m/d)\nSachbearbeiter Rechnungswesen 100% (w/m/d) gesucht - Für unseren Kunden, ein Schweizer Unternehmen mit Sitz in der Region Bern, suchen wir ab sofort einen Sachbearbeiter Rechnungswesen 100%(w/m/d). Der Einstieg erfolgt im Rahmen der Temporärarbeit. Die Betreuung und Vermittlung sowie alle unsere weiteren Serviceleistungen sind für Sie als Bewerber kostenfrei.\nIhre Aufgaben als Sachbearbeiter Rechnungswesen 100% (w/m/d)\nEigenverantwortliche Führung der Kreditorenbuchhaltung\nPrüfung, Buchung und Zahlung sowie Kontierung von Eingangsrechnungen\nBearbeitung von Rückstellungen und Abgrenzungsbuchungen\nErstellung und Verarbeitung des monatlichen Mahnlaufs\nUnterstützung der Hauptbuchhaltung durch vorbereitende Arbeiten für Monats-, Quartals- und Jahresabschlüsse\nAnsprechpartner für die Verwaltung der Lieferantenstammdaten\nÜberwachung interner Kontrollsysteme unter Einhaltung standardisierter Prozess- und Kontierungsrichtlinien\nMitarbeit in buchhalterischen Projekten\nIhr Profil\nAbgeschlossene kaufmännische Ausbildung, Weiterbildung als Sachbearbeiter Rechnungswesen\nMind. 3 Jahre Berufserfahrung in Buchhaltung nach OR und IFRS\nVertiefte Kenntnisse in der Debitoren- und Kreditorenbuchhaltung\nFundierte Kenntnisse im Bereich Mehrwertsteuer\nFliessende Deutschkenntnisse und sehr gute Englischkenntnisse\nSouveräner Umgang mit dem MS-Office Paket sowie SAP\nZahlenflair, Teamplayer, teamfähig, kommunikativ, gewissenhaft und flexibel\nHaben wir Ihr Interesse geweckt?\nDann bewerben Sie sich online als Sachbearbeiter Rechnungswesen 100% (w/m/d) unter Angabe der Referenznummer 06680-0011222061 - Ihr Lebenslauf genügt. Bei Fragen steht Ihnen Jasmin Diallo von Robert Half gerne zur Verfügung.",1757,0,"Für unseren Kunden, ein Schweizer Unternehmen mit Sitz in der Region Bern, suchen wir ab sofort einen Sachbearbeiter Rechnungswesen 100%(w/m/d) Der Einstieg erfolgt im Rahmen der Temporärarbeit. Die Betreuung und Vermittlung sowie alle unsere weiteren Serviceleistungen sind für Sie als Bewerber kostenfrei.",307
304,"Betriebsleiter/in für die Abteilungen Hotellerie, Restauration und Technischer Dienst (100%)","Betriebsleiter/in für die Abteilungen Hotellerie, Restauration und Technischer Dienst (100%)\nZusätzliche Informationen können\neingeholt werden bei:\nHerr A. Berger Frey{14}\nT +41 26 306 01 56www.h-fr.ch\n-\nBewerben Sie sich vorzugsweise online oder senden Sie Ihre Bewerbung unter Angabe der Referenznummer der Stelle an:\nfreiburger spitalDirektion PersonalPostfach1708 Freiburg\nBewerbungsfrist:\nReferenz: HFR-IN-194401\nBetriebsleiter/in für die Abteilungen Hotellerie, Restauration und Technischer Dienst (100%)\nbeim HFR Billens und HFR Riaz\n-\nTätigkeitsgebiet\n> Sie sind verantwortlich für die Abteilungen Hotellerie, Restauration und Technischer Dienst an den HFR-Standorten Billens und Riaz\n> Sie überwachen und kontrollieren die Leistungsqualität dieser Abteilungen\n> Sie planen, koordinieren und beurteilen die Leistungen gestützt auf den Bedarf der einzelnen Abteilungen und Standorte\n> Sie verwalten Personal, Material und Finanzen dieser Abteilungen\n> Sie übernehmen weitere Funktionen im Rahmen der Organisation der Direktion Logistik\n> Sie kontrollieren die Kostenentwicklung\nAnforderungen\n> Hochschulabschluss, Master oder gleichwertiges Diplom\n> Nachdiplomausbildung in Management und/oder Management-Ausbildung Stufe II\n> Mehrjährige Erfahrung in einem der genannten Bereiche sowie in der Teamleitung\n> Gute Kenntnisse der QHSE-Vorschriften\n> Beherrschen der gängigen Informatikprogramme (MS Office)\n> Beherrschen der Gesetze und Vorschriften im Zusammenhang mit der Restauration, der Hotellerie und dem Technischen Dienst\n> Fähigkeit, die Mitarbeitenden zu motivieren, sie in ihrer beruflichen und persönlichen Weiterentwicklung zu unterstützen und ihre Vielseitigkeit zu fördern\n> Offenheit für Neuerungen, Kommunikationsgeschick und ausgezeichnetes Organisationsvermögen, hohe Sozialkompetenz\n> Unternehmergeist, Dienstleistungsorientiertheit, Flexibilität, Verhandlungs- und Führungsgeschick\n> Deutsch oder Französisch mit sehr guten Kenntnissen der anderen Sprache\nStellenantritt:\noder nach Vereinbarung",2052,0,"Betriebsleiter/in für die Abteilungen Hotellerie, Restauration und Technischer Dienst (100%)nZusätzliche Informationen könnenneingeholt werden bei:nHerr A. Berger Frey14nT +41 26 306 01 56www.h-fr.chn-nBewerben Sie sich vorzugsweise online oder send Sie Ihre Bewerbung unter Angabe der Referenznummer der Stelle an:Nfreiburger spitalDirektion Personal",351
305,"Tech Lead â€"" Machine Learning","Tech Lead â€"" Machine Learning\nAre you an experienced, hands on Machine Learning expert, looking to propel your career to the next level?\nWe are recruiting for a Tech Lead, specialising in Machine Learning, for a permanent position at a Digital Consulting company based in Zurich. In this position, you will be working on the early stages of an AI tool together with an established team of engineers, making the most of your expertise in ML / AI topics.\nMain Responsibilities involve:\n-	Delivering the AI platform\n-	Some technical work in Python is expected - this is expected to decrease over time as the team grows\n-	Acting as technical consultant for product sales (i.e. not selling, but providing technical expertise)\n-	Overseeing the platform and team\nRequired Qualifications:\n-	Good knowledge of Python, Tensorflow is a plus\n-	Several years’ grounding in ML / AI topics\n-	Experience in Financial Services is an advantage\n-	Ability to manage other team members and some project management experience\n-	Able to work independently and act proactively\n-	Fluent English essential, German is an advantage\nDo you think this could be an ideal position for you? If you possess the above skills and attributes and are interested in this challenge, then please send your full CV to the link on this page. We look forward to hearing from you.\nFor further information and additional opportunities please visit our website: www.swisslinx.com\nSwisslinx AG\nRosie Robson\n+41582681040\nBy applying for this position, I consent to the Swisslinx Group of companies:\n- storing my personal information (including name, contact details, Identification and CV information etc.) on their internal or external servers for the purpose of informing me of potential employment opportunities\n- using my personal information or\n- supplying it to third parties upon express consent for the purpose of informing me of potential job opportunities\n- transferring where applicable my personal information to a country outside the EEA/EFTA\nI also hereby agree to the Swisslinx privacy policy (http://www.swisslinx.com/en/legal/privacy-policy) and Terms of Use (http://www.swisslinx.com/en/legal/disclaimer)",2199,0,"Tech Lead, specialising in Machine Learning, is recruiting for a permanent position at a digital consulting company based in Zurich. you will be working on the early stages of an AI tool together with an established team of engineers, making the most of your expertise in ML / AI topics. this is expected to decrease over time as the team grows.",345
306,"Global Procurement Manager, Technology (IT)","Global Procurement Manager, Technology (IT)\nOn behalf of our client, a leading producer and distributer of B2B industrial machinery, Swisslinx is seeking a Procurement Manager, Technology (IT), to join their team in the Zurich area.\nOur client is a multinational firm with an impressive geographical presence and portfolio of products. The main purpose of this role would be to drive and develop a global cost-effective and seamless supply chain of technology services and products for the firm.\nYour mission:\n-	Creating relationships with global suppliers, negotiating contracts, and ensuring the availability of goods and services\n-	Collaborating with the wider procurement team, developing an overall strategy to cost-cut, and make operations more efficient\n-	Assist and provide procurement solutions both on a region al and international playing field\n-	Detect and optimise structures and systems to better the flow of technology solutions\n-	Conduct controls on suppliers, ensuring services and products are of the highest quality possible\nYour Background:\n-	Degree level education\n-	At least 2 or 3 years of experience in a similar role, either procurement, supply chain / account management, or consulting â€"" ideally in technology or IT\n-	Fluent in English and German is a bid advantage\n-	Strong leadership skills and determination to progress in a more senior role in the near future\nOur client offers an international and dynamic environment, with real potential for career progression!\nIf you would like to learn more, then please send your CV to alexi.donadoni@swisslinx.com\nBy applying for this position, I consent to the Swisslinx Group of companies:\n- storing my personal information (including name, contact details, Identification and CV information etc.) on their internal or external servers for the purpose of informing me of potential employment opportunities\n- using my personal information or\n- supplying it to third parties upon express consent for the purpose of informing me of potential job opportunities\n- transferring where applicable my personal information to a country outside the EEA/EFTA\nI also hereby agree to the Swisslinx privacy policy (http://www.swisslinx.com/en/legal/privacy-policy) and Terms of Use (http://www.swisslinx.com/en/legal/disclaimer)",2308,0,"Swisslinx is seeking a Procurement Manager, Technology (IT) to join their team in the Zurich area. the role would be to drive and develop a global cost-effective and seamless supply chain of technology services and products for the firm.",237
